1078,5,653,133
1504,5,49,953
4643,3,129,545
1829,5,628,322
9911,4,287,917
5090,4,837,286
9202,5,411,553
350,4,729,198
1817,3,272,676
7397,3,479,736
1800,4,723,301
7551,3,5,126
5989,4,700,178
8970,4,157,770
3206,3,235,436
4967,2,744,939
6701,4,238,163
6627,4,110,166
5262,5,13,742
3942,5,198,709
2363,5,548,373
2244,5,171,580
8414,2,295,129
7896,5,661,952
1006,3,803,336
9667,5,71,402
8086,3,831,800
1659,2,120,916
2721,3,621,278
2185,3,779,130
5470,4,25,352
7955,4,994,371
4248,3,867,102
5213,4,873,577
6274,4,584,722
6048,5,286,436
1514,3,708,914
1209,2,360,442
6434,2,153,746
398,2,553,411
3703,3,863,524
6488,4,685,421
2552,5,822,483
6909,3,813,122
346,5,538,188
5179,4,168,938
2456,4,305,591
2122,2,500,317
8488,3,260,155
3880,2,761,830
741,4,146,646
8281,5,278,104
502,4,481,322
874,2,374,580
6495,3,752,916
5196,5,377,338
2598,3,705,552
2764,2,389,737
2198,5,676,599
2551,2,12,992
3522,3,340,257
8072,3,36,577
664,3,296,556
2822,4,246,308
3512,3,547,301
7822,4,652,385
9646,3,329,635
3727,2,796,280
74,3,489,184
7704,2,502,671
5488,4,753,159
8415,5,507,865
3910,2,571,889
2410,5,290,591
6078,4,298,587
4707,2,162,775
9081,4,454,189
4463,4,24,117
9310,3,604,588
9389,5,805,508
4434,2,943,670
7131,2,435,848
7661,4,92,229
9728,5,940,406
4682,5,384,764
3828,2,358,689
1546,4,80,319
5255,4,41,382
312,5,396,855
3189,2,108,380
7183,4,567,838
9458,5,503,840
7689,5,960,280
8904,2,193,670
7024,2,408,512
6677,4,619,579
8523,5,825,675
8607,4,254,119
191,4,998,608
3758,4,300,138
9796,4,642,626
4729,4,28,311
5299,2,388,517
7122,2,602,952
9992,4,657,553
5584,4,715,293
2040,3,485,949
4452,2,138,102
5978,3,936,176
4905,4,829,812
7501,4,333,399
3850,2,819,805
1121,3,944,327
3193,3,572,484
9635,4,463,900
2594,3,698,414
511,2,413,277
4228,4,626,481
3987,2,175,947
9757,5,297,932
2746,3,88,148
3776,4,746,370
3624,2,256,370
712,4,564,650
9968,5,311,883
7326,5,31,178
3887,5,63,916
3443,2,955,595
476,3,517,725
9977,4,172,649
6732,3,988,682
161,2,277,120
4824,2,385,338
316,3,601,277
3257,2,677,885
3681,5,271,150
8078,2,807,499
2251,2,182,607
9877,4,939,677
1221,4,14,385
5562,3,624,202
7653,3,821,334
372,5,244,118
3730,5,629,492
2708,5,554,450
100,5,220,917
9671,2,964,840
9058,4,793,812
5295,5,222,598
8905,3,394,420
8498,4,695,982
2713,4,165,170
8298,5,322,328
6872,2,595,323
1553,4,501,787
4826,3,637,664
5482,4,307,897
3808,5,281,1000
107,3,651,952
5927,2,594,698
7236,3,312,586
1987,2,917,677
1594,2,99,354
3339,3,483,119
1230,5,707,772
3184,3,717,334
6678,4,369,484
185,3,218,362
8040,3,537,516
3575,2,113,934
8724,3,263,465
9994,5,56,237
920,4,440,331
1683,2,892,216
453,2,144,736
7322,3,557,508
3284,3,811,659
9569,4,158,653
1283,4,410,472
329,5,90,768
8654,3,728,534
1043,3,605,804
838,5,776,499
2967,5,200,349
2835,5,85,764
5667,3,617,456
4784,5,650,287
3362,4,801,704
1577,3,748,344
6980,2,786,240
6358,3,627,770
1527,3,664,200
6417,2,583,738
729,5,565,414
4704,2,492,288
345,2,412,846
1012,4,176,841
7787,5,596,578
4329,5,933,666
8920,5,336,814
