1311,3,149,274
7201,5,183,539
1807,3,840,511
5374,4,174,507
6926,5,475,202
1988,3,250,531
9896,4,77,496
6016,3,846,116
1491,5,644,909
983,2,456,293
6911,2,737,919
4523,4,953,830
193,2,1,851
2658,5,967,699
4250,4,251,117
9055,5,832,910
1521,5,203,306
1607,5,924,472
9590,4,949,518
4864,4,769,278
421,5,561,146
3435,3,607,531
9725,5,321,907
9199,3,562,494
8003,4,8,510
1843,2,430,909
5218,4,45,986
8083,3,451,376
4354,4,716,446
2848,5,930,249
1586,5,932,827
2720,2,929,291
6878,2,391,922
4846,3,184,543
8125,5,38,669
2725,3,392,874
924,5,304,607
4168,2,241,803
8238,4,954,550
703,3,364,520
245,3,896,494
8676,5,563,987
3262,5,971,393
9484,5,844,552
1477,3,879,589
8151,5,765,222
4708,3,70,565
7585,2,670,115
3033,5,498,405
4823,2,472,962
5720,3,877,858
6541,3,75,394
552,5,318,961
5724,5,215,334
5045,3,40,545
9286,3,802,460
3203,3,646,641
6109,3,266,448
6765,4,361,804
2275,5,532,634
3542,5,442,544
8445,4,217,263
4358,2,94,116
9849,4,849,562
5311,4,889,418
1649,5,505,678
6491,5,907,721
6065,4,407,833
1813,5,882,185
7962,3,528,327
1396,4,603,221
3329,4,433,106
4979,4,16,747
4240,4,6,693
1294,3,103,777
7744,3,552,124
3378,3,380,526
4831,4,310,740
9274,5,420,490
7668,2,783,363
3684,5,516,901
3385,3,181,185
4595,2,620,244
3150,3,468,576
5891,2,569,834
2937,3,726,118
5606,2,858,307
2211,4,359,401
8120,3,130,451
9129,3,190,601
748,5,709,623
5988,2,331,666
9567,3,884,120
6092,4,806,174
4700,3,789,950
6650,5,519,550
8075,5,494,675
925,4,243,451
8408,4,818,674
7390,3,842,240
4691,5,758,663
3495,5,966,704
9909,4,927,383
3904,4,957,481
6683,3,227,499
4041,3,111,720
2627,5,400,769
5686,5,508,622
5947,5,921,329
1632,2,611,336
9758,2,573,792
1055,3,559,471
5053,5,309,691
6,2,630,737
1963,3,995,905
2439,3,592,299
2744,3,662,528
1587,4,817,324
5657,2,714,475
4689,2,459,728
9126,5,345,671
6230,2,395,450
7351,2,160,116
9480,2,905,934
8242,3,780,780
8963,2,188,108
9404,3,782,769
3780,5,721,901
7628,5,409,101
2770,4,42,178
8323,3,526,702
6244,5,790,314
9931,3,725,998
5940,4,314,298
3724,4,96,882
7707,2,46,676
9853,3,143,527
9512,3,550,960
7703,2,48,381
6992,5,234,355
6838,2,788,691
5269,5,906,152
9714,5,931,590
8260,3,436,779
2095,5,911,535
1246,4,551,194
8914,3,984,222
6204,2,702,175
4964,3,979,572
3658,2,843,286
5812,5,852,268
1312,2,606,683
3669,5,225,684
960,2,814,738
2394,5,427,104
3185,4,30,257
3145,2,393,210
306,4,473,381
5113,4,918,698
3817,5,163,147
1390,4,249,742
723,3,416,731
3683,5,522,383
6188,4,125,844
6621,5,449,433
6645,4,9,733
990,4,355,171
2054,5,240,947
9915,2,718,307
8271,2,634,631
295,2,808,247
2988,5,211,420
6604,5,418,147
3397,4,248,284
1133,2,760,433
7742,2,2,533
5118,3,687,691
8550,2,699,929
5778,3,219,842
7118,2,544,167
3062,2,446,385
9188,2,214,536
7791,3,189,186
7332,4,540,825
3836,2,809,878
1463,4,207,334
6573,4,742,123
2299,2,810,939
3469,3,132,737
1054,5,768,397
6116,3,499,525
912,4,265,605
5833,5,731,213
3712,2,766,793
6090,5,665,923
7553,2,823,655
4159,5,952,438
3085,2,759,631
8912,4,381,674
7393,2,441,578
