3342,3,784,342
2800,5,603,747
7524,2,678,904
7304,4,634,300
3470,3,128,157
9039,5,55,684
65,3,522,535
3086,4,221,500
6473,2,360,332
7054,5,402,264
3170,2,783,474
2389,2,172,511
600,3,299,716
8141,3,756,680
5578,2,608,908
6001,2,888,449
8493,2,923,476
1336,2,893,575
326,3,569,457
359,3,920,803
2798,3,858,357
1596,3,121,985
1011,4,359,497
1770,4,366,352
4076,3,329,639
1186,3,982,163
5645,4,144,274
3871,5,997,400
9196,3,600,786
2527,3,230,361
273,3,591,991
4461,3,767,658
3137,2,163,103
3998,4,278,229
3453,4,856,206
2457,5,803,556
1036,3,233,579
3509,3,720,968
6132,3,971,211
8729,4,650,868
4085,3,260,554
1107,3,758,152
4778,3,941,273
5416,2,731,625
3152,5,697,327
8410,5,905,358
5874,2,537,477
8288,4,342,880
1289,2,247,416
2724,2,918,654
1231,2,565,882
9985,4,752,489
1297,3,400,995
5652,3,932,314
4578,2,350,614
3313,2,263,468
1066,4,640,466
8163,5,372,162
8407,4,607,770
121,2,331,357
2602,2,174,978
6629,4,770,470
3717,5,397,730
907,3,194,563
9149,2,726,871
2227,2,588,311
7530,3,814,988
621,2,821,201
2266,2,348,745
9858,2,724,359
2243,3,78,625
1374,3,226,394
2526,4,748,706
4496,5,916,916
8397,5,718,591
425,3,937,534
6634,2,385,199
6467,5,161,124
7982,3,677,172
4131,3,316,597
9562,3,5,432
2316,3,596,924
8116,3,201,365
6547,2,413,462
5491,3,182,967
8868,3,89,530
6466,3,855,415
981,2,282,979
1845,2,324,550
3769,5,376,493
6173,2,472,592
2657,3,248,719
6961,2,881,602
5121,2,683,660
1018,3,465,815
5184,5,507,315
3017,4,655,681
3240,5,261,150
5260,4,741,932
7647,2,295,723
51,2,276,890
4603,4,220,490
1828,4,963,456
3304,2,463,303
9245,5,254,106
1926,4,708,481
3906,5,469,770
3315,3,611,333
4613,2,922,177
9282,4,195,716
4019,5,320,399
6881,4,152,636
8439,4,292,202
6270,4,428,457
5789,3,780,993
8382,4,180,390
5946,3,159,111
5375,3,189,921
7463,5,996,948
7946,5,747,423
6766,2,592,277
9141,5,439,843
2085,2,728,900
5263,5,94,126
909,2,187,962
6558,3,572,357
6051,5,713,719
1710,4,84,113
8546,5,241,313
2327,3,743,894
7441,5,145,302
6865,5,505,132
7928,3,454,662
686,4,474,321
3704,2,657,294
6494,5,501,836
7121,4,851,728
6557,4,929,206
8854,3,153,162
1838,2,926,359
9098,2,989,407
5039,3,193,210
6752,4,354,954
4927,4,459,850
6807,4,838,725
8949,5,110,725
6190,4,57,244
435,5,972,354
2495,3,774,339
4066,2,340,770
952,2,252,442
1197,2,0,697
985,3,374,894
7068,2,913,813
7091,5,83,791
1299,3,164,945
1775,3,497,164
979,4,795,860
3010,3,339,464
2539,5,224,873
3630,2,857,139
9692,3,915,513
3082,3,495,194
6283,3,433,807
8959,3,423,774
4616,4,173,645
5193,5,879,317
532,5,815,813
3506,3,17,931
7279,3,765,627
9793,2,18,430
2110,3,699,231
1893,3,841,125
4143,5,992,530
3990,5,778,693
4528,2,969,570
236,4,985,139
6433,2,15,957
728,2,924,116
1021,3,52,293
913,4,852,610
9352,2,424,330
2904,3,245,185
2772,5,473,924
7651,5,206,478
7224,2,714,583
5886,3,999,926
5460,2,262,974
1095,5,959,399
5904,4,7,862
3621,3,314,465
6633,3,347,316
2491,2,981,197
5596,5,573,625
7751,2,590,640
4931,4,835,556
3569,5,721,880
7232,2,751,166
5164,5,578,246
2087,5,12,267
