4722,5,32,208
5671,4,105,770
7366,4,990,265
4390,3,916,602
9665,4,949,520
2917,4,775,936
2828,4,824,725
2231,2,704,745
2990,5,815,656
2217,3,108,227
9747,4,44,659
5461,4,208,268
5459,5,768,692
8656,2,592,609
4740,4,837,736
7486,4,582,192
5015,2,910,107
1883,2,365,971
9742,3,10,291
9258,2,899,779
4861,3,991,817
6087,3,259,833
5638,5,523,894
6867,4,922,832
9177,5,940,970
4847,2,131,473
4876,2,0,424
6721,2,411,679
7773,4,136,478
5267,3,338,724
1292,2,808,465
8349,5,290,111
1342,3,60,248
8774,2,453,826
8110,2,546,273
8275,3,787,425
1808,2,608,212
5172,5,884,160
884,2,385,513
9932,2,746,236
725,3,538,516
2914,3,263,324
5579,4,34,582
6199,2,216,392
3466,2,255,866
6386,4,917,625
6659,2,294,940
3243,4,738,100
6574,2,878,998
3371,5,591,647
5222,2,296,144
4300,5,797,932
2747,5,779,799
9519,5,322,331
6954,5,291,605
1581,2,783,225
75,4,942,902
4765,4,508,858
7505,3,432,191
4238,5,671,324
3382,2,123,807
8853,4,232,485
911,5,173,148
6537,4,932,594
6436,2,961,904
3629,3,396,635
8743,3,88,448
5831,5,605,442
4022,5,118,565
665,2,557,112
2836,2,781,533
9417,3,293,312
4281,4,76,612
8820,4,522,993
8765,2,441,976
2079,4,386,459
786,2,943,329
7934,5,463,925
2607,4,42,728
3547,5,912,127
2356,4,175,478
5963,2,896,477
1013,4,751,152
2381,4,429,573
9614,2,267,745
2137,4,80,413
6777,4,201,269
7007,4,700,633
6884,3,357,530
7048,5,198,565
3023,2,395,888
697,3,483,833
2270,5,580,123
7990,2,18,597
7348,3,600,101
3609,2,934,773
8167,4,718,721
2402,2,49,920
5405,2,252,168
3969,2,19,160
9332,2,732,340
36,3,184,415
1824,3,565,948
8388,5,970,213
3890,2,723,516
3599,5,196,365
9970,4,860,115
9082,5,937,921
8333,5,695,304
222,2,699,400
4875,4,638,870
8002,5,333,249
9888,3,747,903
8006,2,626,937
7911,4,574,198
7303,5,147,520
7212,4,100,986
1796,4,292,224
1821,5,515,560
3711,5,115,744
2642,3,272,636
8374,5,986,313
652,3,363,747
9626,2,923,808
6890,5,110,390
4371,2,388,581
3211,3,299,105
6260,4,982,405
6303,4,122,489
3893,5,598,498
4491,3,686,674
8513,4,92,274
4368,5,197,714
3136,2,587,826
8906,5,101,467
7893,2,454,406
2371,3,674,590
1393,5,161,831
2112,2,319,168
6594,5,777,341
8375,4,470,122
1372,5,619,984
2689,3,752,889
5502,2,673,233
6611,4,642,300
6588,3,521,999
6599,3,63,417
4179,2,886,829
53,2,832,694
1157,3,409,863
749,4,28,282
8655,4,774,422
1671,2,706,281
831,2,83,685
4367,3,602,279
4882,2,529,421
1425,4,647,924
5077,4,931,639
2181,2,944,245
6514,2,343,368
6348,3,234,764
512,4,780,532
6904,5,555,629
8938,5,901,168
9064,3,279,554
8552,4,270,112
4659,4,999,352
7150,5,502,955
7275,5,703,320
3564,2,716,845
7797,3,877,967
7659,3,506,326
2497,3,282,362
5756,5,852,902
3971,3,596,517
859,5,636,234
4293,2,725,286
30,4,422,480
1805,5,620,931
6964,2,773,717
3688,5,607,349
3504,2,178,290
8313,3,827,550
9823,5,721,610
5651,2,458,255
8785,4,645,337
3733,5,295,651
1498,3,48,468
2628,5,897,495
5504,3,318,355
7910,5,848,708
3478,5,676,378
7544,4,384,276
5727,4,148,393
5571,4,81,209
6298,3,517,747
6447,4,436,913
7622,2,882,229
1447,5,951,358
3848,2,221,934
