5351,2,907,503
5296,3,741,609
6258,2,658,154
4321,5,846,998
3568,3,702,132
9538,4,100,815
9360,3,700,727
1002,2,677,745
949,5,787,747
4245,5,571,872
5251,3,27,333
7986,4,298,470
5608,3,263,439
1225,5,759,629
6209,5,480,581
6861,4,531,855
955,4,482,482
4129,3,919,980
9636,4,267,517
5384,2,453,437
644,5,489,461
8891,2,826,787
5399,4,748,259
1442,4,945,176
2667,5,280,803
8399,5,337,838
1222,5,744,743
5785,3,133,482
9206,5,36,135
9686,5,615,809
8878,5,14,639
9345,5,567,773
8067,4,167,684
537,4,379,429
2740,5,999,589
1436,3,451,888
5821,5,83,311
730,5,343,102
8494,2,661,822
8624,4,270,148
3945,2,350,568
7933,5,307,167
6462,3,713,413
8312,3,776,289
2979,4,643,968
5702,2,220,434
8106,3,282,440
2863,5,724,580
2991,3,19,500
2277,3,80,920
8416,4,460,839
4254,3,516,263
6112,4,473,827
4670,4,604,364
6811,2,256,969
9004,4,389,980
8348,2,610,882
8747,3,315,614
801,3,408,375
3120,4,209,907
7943,3,584,847
9173,4,242,977
783,2,783,274
5601,5,7,223
954,5,55,691
3883,2,887,167
7717,4,138,404
3032,4,691,287
8652,5,191,473
1699,5,486,763
7268,2,398,824
2817,2,312,124
6214,3,18,152
7241,5,179,449
1201,2,579,606
6057,3,327,315
2257,5,57,230
4360,2,851,928
4316,3,650,126
3298,5,458,796
7763,4,891,925
5838,5,325,342
3182,2,275,285
2423,3,814,242
9142,4,8,990
8559,5,504,826
6548,4,795,226
112,4,154,345
4783,5,809,186
6617,3,151,852
1338,4,339,840
6658,5,961,337
4629,2,583,121
5605,5,219,695
4973,3,943,306
9285,2,369,521
8469,4,534,230
7115,3,332,872
2245,5,679,368
9774,4,519,258
1730,4,607,156
9111,4,586,570
8477,5,11,251
4428,5,666,223
5979,4,882,608
4913,3,364,480
7345,2,272,447
1120,5,839,547
506,4,756,376
10,4,375,798
7819,2,980,516
5507,2,368,299
137,5,105,999
6137,3,769,144
4059,2,160,673
8460,5,640,788
1544,4,617,381
7563,3,293,145
9365,5,637,459
7733,3,200,597
4199,3,490,649
2035,2,657,550
2683,3,249,704
3455,2,765,968
4816,4,542,473
3499,3,203,124
9128,2,75,123
8633,4,261,823
3834,3,24,741
7922,2,585,992
1494,5,444,500
1233,4,288,470
2428,4,213,244
4911,5,960,154
4915,2,947,819
544,2,958,208
94,2,207,284
3357,2,96,899
9543,5,143,562
1026,4,812,307
6870,5,925,292
5942,3,632,554
7102,3,718,367
4092,3,995,293
3221,5,704,557
7696,4,627,532
1373,4,255,258
3957,4,116,595
1087,5,808,305
1977,2,51,358
5244,3,373,557
8714,4,404,893
8286,3,935,164
642,2,697,449
5440,4,170,677
7473,4,588,816
5274,4,890,671
4127,2,760,709
1512,4,898,133
3592,3,794,672
535,4,469,968
2773,2,689,310
3878,5,566,368
1462,5,95,298
7145,4,155,377
6583,4,225,700
174,2,69,986
1665,3,685,888
8646,2,992,596
9329,2,707,831
8874,3,502,640
5666,3,40,429
9257,4,382,228
3838,2,144,774
9266,3,238,686
3186,2,581,786
6883,3,541,792
1982,4,949,939
7285,4,260,857
3992,5,38,376
5376,5,78,858
4859,2,449,170
1400,4,126,543
2246,5,221,944
5513,5,981,292
3425,2,84,935
8310,3,564,291
4037,2,287,989
5714,2,904,327
7331,4,251,974
6669,3,434,652
4983,3,603,174
4352,4,559,856
3047,4,800,980
3295,2,107,284
8995,5,174,258
492,5,582,274
7578,3,556,406
8749,5,673,264
7096,4,681,186
