3349,3,840,710
8037,4,359,232
3588,5,839,898
6968,3,36,327
1227,3,282,928
9657,2,526,986
6680,3,596,346
1789,4,905,831
7913,3,922,385
3941,3,696,538
9812,5,489,921
6437,4,944,574
4531,4,571,770
3335,4,30,529
158,3,12,596
8674,3,514,273
747,3,373,739
9133,2,765,347
6028,3,724,752
8084,4,14,668
5063,5,185,229
5154,2,455,642
8989,4,106,978
8870,3,766,952
9892,2,460,259
7293,4,510,225
8427,4,523,233
4008,4,130,654
2531,4,488,944
267,5,589,936
7643,2,699,348
5493,5,653,337
7399,4,551,827
1916,2,966,473
3580,5,487,994
6856,2,851,106
2827,4,120,794
6682,2,57,672
1880,2,119,953
6860,5,293,518
8400,2,938,632
9855,4,979,766
4430,2,316,832
4468,5,117,688
8026,5,915,607
4383,3,801,335
4556,2,392,269
8961,2,975,581
9518,2,17,703
1069,3,128,325
5823,4,828,869
1324,4,642,391
7149,2,723,973
5511,3,939,388
6707,3,974,686
6334,3,177,299
1207,4,811,102
9456,5,477,923
966,4,145,400
7931,2,360,237
4714,3,775,347
2833,2,322,876
6332,5,295,379
2081,2,587,508
14,5,629,350
4362,5,535,734
6196,3,664,392
2212,4,298,357
6438,4,586,551
4010,2,972,469
1584,4,848,635
984,3,415,111
2866,5,679,258
5322,2,396,763
921,3,980,251
8813,3,732,335
9281,4,823,848
7937,5,412,962
8710,4,556,409
9344,5,788,558
2749,4,515,371
1783,5,911,446
7674,5,580,841
3798,4,330,174
3527,3,508,934
1354,4,680,242
7949,2,622,510
5813,3,73,373
3876,2,783,297
1614,5,891,906
3244,4,456,465
613,4,161,291
6431,5,897,545
6389,4,450,319
5391,5,372,684
4213,5,199,257
6213,4,429,199
1213,4,70,217
2865,5,540,699
1034,4,668,153
8068,5,66,419
4547,3,606,928
9016,2,862,323
9154,3,874,982
4385,3,543,974
412,4,462,875
5305,3,910,399
1098,4,205,793
8436,2,162,253
294,4,818,393
6614,2,929,774
5209,4,286,644
277,5,78,720
4580,2,357,634
3840,3,74,657
6340,3,459,632
2777,5,946,686
5432,5,896,650
2906,5,760,511
5532,4,28,575
5754,3,852,683
6333,2,465,903
3743,5,678,125
2350,5,695,722
2837,4,390,719
5127,2,191,952
2328,5,969,430
4985,4,983,992
2175,3,368,438
5693,2,582,501
4841,3,730,436
2987,3,201,109
1910,4,67,557
8719,2,131,671
6528,5,552,834
1137,4,619,845
451,3,997,647
243,4,15,930
4723,5,759,454
2908,5,834,915
891,5,597,519
263,4,192,392
704,4,694,477
6736,5,899,589
2788,3,870,274
5403,3,841,907
4246,5,781,257
4419,2,549,977
6727,3,746,221
4346,5,307,384
2084,2,607,139
477,3,206,713
2608,3,894,311
9474,5,152,474
9197,3,964,597
8195,2,287,380
1318,5,108,792
1038,3,708,518
1780,2,416,213
2894,2,380,939
9514,3,341,581
6054,3,265,559
5191,5,525,376
5466,2,998,118
5673,5,124,138
2365,3,889,416
6470,3,82,348
4884,4,892,460
6314,3,817,680
4296,5,100,825
7113,4,797,441
3997,2,184,329
1597,2,698,345
4212,5,256,552
6378,3,149,551
7295,3,466,304
1446,3,577,222
524,2,953,969
9859,4,949,499
5069,2,712,803
1371,5,952,550
6248,3,474,341
3806,4,45,533
7927,2,51,646
7950,5,194,544
2222,5,507,594
3464,2,722,381
1079,5,326,464
2830,4,902,564
1119,2,703,172
4897,4,480,648
411,4,824,478
3675,2,9,715
2954,2,906,457
8467,3,349,676
8827,5,545,792
9800,2,172,620
3275,4,355,365
7373,2,634,197
3155,5,453,596
